Start_Point,End_Point,Rel_Position
C4513,C4465,southeastern
C4513,C4505,southwestern
C4513,C4516,western
C4513,C4515,northeastern
C4513,C4503,northeastern
C4513,C4511,northwestern
C4513,C4517,northern
C4513,C4504,northern
C4513,C4518,northwestern
C4513,C4502,northern
C4514,C4518,southern
C4514,C4506,southeastern
C4514,C4073,eastern
C4514,C4530,western
C4514,C4060,northeastern
C4514,C4072,northern
C4515,C4513,southwestern
C4515,C4503,northeastern
C4515,C4517,northwestern
C4516,C4505,southern
C4516,C4513,eastern
C4516,C4512,western
C4516,C4511,northern
C4517,C4513,southern
C4517,C4515,southeastern
C4517,C4503,southeastern
C4517,C4504,northern
C4518,C4006,southwestern
C4518,C4513,southeastern
C4518,C4512,southern
C4518,C4511,southeastern
C4518,C4502,eastern
C4518,C4506,northeastern
C4518,C4073,northeastern
C4518,C4514,northern
C4518,C4530,northwestern
C4519,C4503,southern
C4519,C4510,southeastern
C4519,C4504,western
C4519,C4509,eastern
C4519,C4502,northwestern
C4519,C4508,northeastern
C4520,C4052,southern
C4520,C4510,southwestern
C4520,C4509,northwestern
C4520,C4040,eastern
C4520,C4026,northern
C4520,C4508,northwestern
C4521,C4529,southwestern
C4521,C4528,northwestern
C4521,C4006,southeastern
C4521,C4527,northern
C4522,C4475,southern
C4522,C4494,southeastern
C4522,C4471,southwestern
C4522,C4496,eastern
C4522,C4523,northeastern
C4522,C4006,northern
C4523,C4496,southeastern
C4523,C4522,southwestern
C4523,C4484,eastern
C4523,C4006,northern
C4524,C4478,southern
C4524,C4526,northwestern
C4524,C4529,northern
C4524,C4006,northeastern
C4525,C4006,southern
C4525,C4527,southwestern
C4525,C4531,northwestern
C4525,C4530,northeastern
C4526,C4473,southern
C4526,C4478,southern
C4526,C4524,southeastern
C4526,C4529,northeastern
C4526,C4528,northern
C4527,C4528,western
C4527,C4006,southeastern
C4527,C4521,southern
C4527,C4525,northeastern
C4527,C4531,northern
C4528,C4526,southern
C4528,C4529,southeastern
C4528,C4195,northwestern
C4528,C4193,northwestern
C4528,C4521,southeastern
C4528,C4527,eastern
C4528,C4222,northern
C4528,C4531,northeastern
C4529,C4524,southern
C4529,C4526,southwestern
C4529,C4528,northwestern
C4529,C4006,eastern
C4529,C4521,northeastern
C4530,C4006,southern
C4530,C4525,southwestern
C4530,C4518,southeastern
C4530,C4514,eastern
C4530,C4531,southwestern
C4530,C4271,western
C4530,C4072,northeastern
C4530,C4275,northwestern
C4531,C4528,southwestern
C4531,C4527,southern
C4531,C4525,southeastern
C4531,C4222,western
C4531,C4223,northwestern
C4531,C4302,northwestern
C4531,C4301,northern
C4531,C4530,northeastern
C4531,C4271,northeastern
C4531,C4268,northeastern
C4531,C4332,northern
C4531,C4284,northern
C4532,C4549,southern
C4532,C4551,eastern
C4532,C4481,eastern
C4532,C4546,southeastern
C4532,C4545,western
C4532,C4479,northwestern
C4532,C4470,northeastern
C4533,C4559,southeastern
C4533,C4556,western
C4533,C4538,northeastern
C4534,C4560,southern
C4534,C4549,eastern
C4534,C4558,western
C4534,C4545,northeastern
C4535,C8539,southern
C4535,C4542,western
C4535,C4540,northeastern
C4535,C4555,northern
C4535,C4554,eastern
C4536,C8537,southeastern
C4536,C4553,western
C4536,C4559,northeastern
C4536,C4539,northwestern
C4537,C4550,southern
C4537,C4543,western
C4537,C4487,northwestern
C4537,C4494,northwestern
C4537,C4498,northern
C4538,C4559,southern
C4538,C4556,southwestern
C4538,C4533,southwestern
C4538,C4550,eastern
C4538,C4552,northern
C4538,C4548,northwestern
C4539,C4549,western
C4539,C4536,southeastern
C4539,C4553,southern
C4539,C4559,eastern
C4539,C4556,northeastern
C4539,C4551,northern
C4539,C4481,northern
C4539,C4546,northwestern
C4540,C4535,southwestern
C4540,C4555,northwestern
C4540,C4554,southeastern
C4540,C4553,eastern
C4541,C8541,southern
C4541,C4544,southwestern
C4541,C4557,southern
C4541,C4461,eastern
C4541,C4550,western
C4541,C4468,northeastern
C4541,C4488,northwestern
C4541,C4498,northwestern
C4541,C4495,northern
C4542,C8539,southeastern
C4542,C8540,southwestern
C4542,C4535,eastern
C4542,C4547,western
C4542,C4555,northeastern
C4542,C4560,northern
C4543,C4550,southeastern
C4543,C4552,southern
C4543,C4548,southwestern
C4543,C4537,eastern
C4543,C4475,northwestern
C4543,C4494,northern
C4544,C8542,southeastern
C4544,C4559,western
C4544,C4557,eastern
C4544,C4541,northeastern
C4544,C4550,northern
C4545,C4549,southeastern
C4545,C4558,southwestern
C4545,C4534,southwestern
C4545,C4532,eastern
C4545,C4472,northwestern
C4545,C4474,northwestern
C4545,C4479,northeastern
C4546,C4549,southwestern
C4546,C4539,southeastern
C4546,C4551,northeastern
C4546,C4532,northwestern
C4547,C8540,southern
C4547,C4542,eastern
C4547,C4560,eastern
C4547,C4558,northeastern
C4548,C4556,southwestern
C4548,C4538,southeastern
C4548,C4552,eastern
C4548,C4543,northeastern
C4548,C4475,northern
C4548,C4471,northwestern
C4549,C4555,southern
C4549,C4560,southwestern
C4549,C4553,southeastern
C4549,C4539,eastern
C4549,C4534,western
C4549,C4546,northeastern
C4549,C4545,northwestern
C4549,C4532,northern
C4550,C4559,southwestern
C4550,C4544,southern
C4550,C4538,western
C4550,C4541,eastern
C4550,C4552,western
C4550,C4537,northern
C4550,C4543,northwestern
C4550,C4498,northern
C4551,C4539,southern
C4551,C4481,northeastern
C4551,C4546,southwestern
C4551,C4532,western
C4552,C4538,southern
C4552,C4550,eastern
C4552,C4548,western
C4552,C4543,northern
C4553,C8537,southeastern
C4553,C4540,western
C4553,C4555,western
C4553,C4549,northwestern
C4553,C4554,southern
C4553,C4536,eastern
C4553,C4539,northern
C4554,C8537,eastern
C4554,C8539,southwestern
C4554,C4535,western
C4554,C4540,northwestern
C4554,C4553,northern
C4555,C4535,southern
C4555,C4542,southwestern
C4555,C4540,southeastern
C4555,C4560,western
C4555,C4549,northern
C4555,C4553,eastern
C4556,C4559,southeastern
C4556,C4539,southwestern
C4556,C4533,eastern
C4556,C4538,northeastern
C4556,C4548,northeastern
C4556,C4481,northwestern
C4556,C4471,northwestern
C4557,C8541,southeastern
C4557,C8542,southern
C4557,C4544,western
C4557,C4541,northern
C4558,C4547,southwestern
C4558,C4560,southeastern
C4558,C4534,eastern
C4558,C4545,northeastern
C4558,C4472,northern
C4558,C4474,northeastern
C4559,C8537,southern
C4559,C8542,southeastern
C4559,C4536,southwestern
C4559,C4539,western
C4559,C4544,eastern
C4559,C4556,northwestern
C4559,C4533,northwestern
C4559,C4538,northern
C4559,C4550,northeastern
C4560,C4542,southern
C4560,C4547,western
C4560,C4555,eastern
C4560,C4549,northeastern
C4560,C4558,northwestern
C4560,C4534,northern
C4561,C5033,southwestern
C4561,C4564,southeastern
C4561,C5039,western
C4561,C5036,western
C4561,C5597,eastern
C4561,C5034,northwestern
C4561,C5023,northern
C4562,C4841,southwestern
C4562,C4846,southwestern
C4562,C4838,southwestern
C4562,C4840,western
C4562,C4816,western
C4562,C4833,northern
C4562,C4834,northern
C4562,C4824,northwestern
C4562,C4822,northwestern
C4562,C4829,northwestern
C4562,C4848,southern
C4562,C4847,southwestern
C4562,C4656,southeastern
C4562,C4811,southeastern
C4562,C4808,eastern
C4562,C4806,eastern
C4562,C4805,northeastern
C4562,C4809,northeastern
C4563,C5002,southern
C4563,C5022,eastern
C4563,C5019,eastern
C4563,C5020,eastern
C4563,C4960,western
C4563,C4998,southeastern
C4563,C5000,southeastern
C4563,C5007,southern
C4563,C4957,southwestern
C4563,C5010,southeastern
C4563,C5005,southwestern
C4563,C5009,southern
C4563,C5012,southwestern
C4563,C5013,southwestern
C4563,C5003,western
C4563,C5011,eastern
C4563,C5014,western
C4563,C5004,northern
C4563,C4989,northern
C4563,C5006,northwestern
C4563,C5015,northeastern
C4563,C4987,northern
C4563,C5134,western
C4563,C4992,northern
C4563,C4997,northern
C4563,C4986,northern
C4563,C4948,western
C4563,C4950,western
C4563,C4656,northwestern
C4564,C5045,southern
C4564,C5044,southeastern
C4564,C5025,southern
C4564,C5026,southwestern
C4564,C5032,western
C4564,C5033,western
C4564,C4561,northwestern
C4564,C5597,eastern
C4565,C5074,southwestern
C4565,C5050,western
C4565,C5093,southern
C4565,C5081,southern
C4565,C5077,southern
C4565,C5063,southern
C4565,C5061,southeastern
C4565,C5078,southwestern
C4565,C5076,southern
C4565,C2524,eastern
C4565,C5049,northwestern
C4565,C2473,northern
C4566,C4983,southeastern
C4566,C4990,southeastern
C4566,C4996,southern
C4566,C4982,southern
C4566,C5017,southwestern
C4566,C5016,southwestern
C4566,C4659,western
C4566,C4657,western
C4566,C4660,northwestern
C4566,C4643,northern
C4566,C5042,eastern
C4566,C5041,eastern
C4566,C4642,eastern
C4566,C4647,northern
C4566,C4645,northeastern
C4567,C5139,southern
C4567,C5138,southeastern
C4567,C5150,northeastern
C4567,C5143,southwestern
C4567,C5144,western
C4567,C5180,western
C4567,C5178,northwestern
C4567,C5181,northern
C4567,C5149,eastern
C4568,C5570,southeastern
C4568,C5043,southern
C4568,C5653,southeastern
C4568,C5654,eastern
C4568,C5046,northeastern
C4568,C5047,northern
C4568,C5040,western
C4568,C5027,northwestern
C4569,C4638,northern
C4569,C4639,northwestern
C4569,C4629,northern
C4569,C5037,southern
C4569,C4672,southwestern
C4569,C5035,southern
C4569,C5023,southeastern
C4569,C5038,southern
C4569,C2486,eastern
C4569,C2476,northeastern
C4569,C4606,southwestern
C4569,C4602,southwestern
C4569,C4605,western
C4569,C4604,western
C4569,C4635,northwestern
C4569,C2483,northeastern
C4569,C4599,northeastern
C4569,C4597,northeastern
C4570,C5162,eastern
C4570,C5160,northeastern
C4570,C5167,southern
C4570,C5159,southern
C4570,C8564,southwestern
C4570,C8566,northern
C4570,C5165,northeastern
C4570,C5168,northeastern
C4571,C4585,southern
C4571,C4579,southeastern
C4571,C4586,eastern
C4571,C4590,southwestern
C4571,C4595,southern
C4571,C4594,southwestern
C4571,C4588,southeastern
C4571,C4580,western
C4571,C4572,northeastern
C4571,C4577,northwestern
C4571,C4575,northern
C4571,C4589,northern
C4571,C4584,eastern
C4572,C4571,southwestern
C4572,C4575,western
C4572,C4623,northern
C4572,C4576,northeastern
C4572,C4584,southeastern
C4572,C4587,eastern
C4573,C4592,western
C4573,C4594,southern
C4573,C4591,northern
C4574,C5085,eastern
C4574,C4576,western
C4574,C5099,eastern
C4574,C4618,northwestern
C4574,C5098,northern
C4574,C4587,southern
C4575,C4571,southern
C4575,C4572,eastern
C4575,C4589,western
C4575,C4617,northern
C4575,C4623,northeastern
C4576,C4572,southwestern
C4576,C4623,northwestern
C4576,C4574,eastern
C4576,C4618,northern
C4576,C4587,southeastern
C4577,C4571,southeastern
C4577,C4580,southwestern
C4577,C4589,eastern
C4577,C4583,western
C4577,C4616,northern
C4578,C4582,southern
C4578,C4579,eastern
C4578,C4581,western
C4578,C4588,northwestern
C4579,C4582,southwestern
C4579,C4634,southeastern
C4579,C4636,eastern
C4579,C4586,northern
C4579,C4578,western
C4579,C4588,northwestern
C4579,C4571,northwestern
C4580,C4594,southwestern
C4580,C4571,eastern
C4580,C4591,southwestern
C4580,C4613,western
C4580,C4577,northeastern
C4580,C4583,northern
C4581,C4709,southwestern
C4581,C4582,southeastern
C4581,C4585,western
C4581,C4578,eastern
C4581,C4595,northwestern
C4581,C4588,northern
C4582,C4593,southeastern
C4582,C4719,southwestern
C4582,C4709,western
C4582,C4634,eastern
C4582,C4579,northeastern
C4582,C4636,northeastern
C4582,C4581,northwestern
C4582,C4578,northern
C4583,C4580,southern
C4583,C4613,southwestern
C4583,C4577,eastern
C4583,C4608,western
C4583,C4616,northeastern
C4583,C4610,northwestern
C4583,C4627,northern
C4584,C4586,southern
C4584,C4571,western
C4584,C4572,northwestern
C4584,C4632,eastern
C4584,C4587,northeastern
C4585,C4709,southern
C4585,C4715,western
C4585,C4581,eastern
C4585,C4590,northwestern
C4585,C4595,northeastern
C4585,C4571,northern
C4586,C4579,southern
C4586,C4636,southern
C4586,C4631,southeastern
C4586,C4571,western
C4586,C4632,eastern
C4586,C4584,northern
C4587,C4572,western
C4587,C5085,northeastern
C4587,C4576,northwestern
C4587,C4574,northern
C4587,C4632,southeastern
C4587,C4584,southwestern
C4587,C4633,southeastern
C4587,C5090,eastern
C4588,C4579,southeastern
C4588,C4581,southern
C4588,C4578,southeastern
C4588,C4595,western
C4588,C4571,northwestern
C4589,C4571,southern
C4589,C4577,western
C4589,C4575,eastern
C4589,C4617,northeastern
C4589,C4616,northwestern
C4590,C4715,southwestern
C4590,C4585,southeastern
C4590,C4594,western
C4590,C4571,northeastern
C4591,C4592,southwestern
C4591,C4594,southern
C4591,C4573,southern
C4591,C4580,northeastern
C4591,C4613,northwestern
C4592,C4712,southwestern
C4592,C4594,southeastern
C4592,C4573,eastern
C4592,C4591,northeastern
C4592,C4613,northern
C4593,C4703,southern
C4593,C4695,southwestern
C4593,C4719,western
C4593,C4582,northwestern
C4593,C4634,northeastern
C4593,C4603,southeastern
C4593,C4601,southeastern
C4594,C4717,southern
C4594,C4715,southeastern
C4594,C4712,western
C4594,C4716,southwestern
C4594,C4592,northwestern
C4594,C4590,eastern
C4594,C4573,northern
C4594,C4571,northeastern
C4594,C4591,northern
C4594,C4580,northeastern
C4595,C4585,southwestern
C4595,C4581,southeastern
C4595,C4588,eastern
C4595,C4571,northern
C4596,C5100,northwestern
C4596,C5086,northwestern
C4596,C5088,northern
C4596,C4600,southern
C4596,C4632,western
C4596,C5101,western
C4596,C4598,eastern
C4597,C4629,western
C4597,C4569,southwestern
C4597,C4599,eastern
C4597,C2520,northeastern
C4597,C4600,western
C4597,C4598,northwestern
C4598,C5088,northwestern
C4598,C2520,eastern
C4598,C4600,southwestern
C4598,C4597,southeastern
C4598,C4596,western
C4598,C2532,northeastern
C4599,C4569,southwestern
C4599,C2483,southeastern
C4599,C2523,eastern
C4599,C2520,northern
C4599,C4597,western
C4600,C4629,southwestern
C4600,C4632,western
C4600,C4597,eastern
C4600,C4596,northern
C4600,C4598,northeastern
C4601,C4593,northwestern
C4601,C4630,northern
C4601,C4634,northern
C4601,C4605,southern
C4601,C4603,western
C4601,C4604,eastern
C4601,C4635,northeastern
C4602,C4606,southeastern
C4602,C4670,western
C4602,C4605,northwestern
C4602,C4569,northeastern
C4603,C4703,southwestern
C4603,C4593,northwestern
C4603,C4607,southern
C4603,C4605,southeastern
C4603,C4601,eastern
C4604,C4605,southwestern
C4604,C4601,western
C4604,C4569,eastern
C4604,C4635,northwestern
C4605,C4670,southwestern
C4605,C4602,southeastern
C4605,C4607,western
C4605,C4603,northwestern
C4605,C4604,northeastern
C4605,C4601,northern
C4605,C4569,eastern
C4606,C4672,southern
C4606,C4684,southwestern
C4606,C4670,western
C4606,C4602,northwestern
C4606,C4569,northeastern
C4607,C4677,southwestern
C4607,C4703,northwestern
C4607,C4670,southeastern
C4607,C4605,eastern
C4607,C4603,northern
C4608,C4613,southern
C4608,C4615,southwestern
C4608,C4611,western
C4608,C4583,eastern
C4608,C4610,northern
C4609,C4610,southwestern
C4609,C4614,southwestern
C4609,C5103,western
C4609,C4627,eastern
C4609,C4619,northeastern
C4609,C5107,northern
C4609,C5108,northwestern
C4610,C4611,southwestern
C4610,C4583,southeastern
C4610,C4608,southern
C4610,C4614,western
C4610,C4609,northeastern
C4610,C4627,northeastern
C4611,C4615,southern
C4611,C3097,western
C4611,C4608,eastern
C4611,C4610,northeastern
C4611,C4614,northern
C4612,C4714,southwestern
C4612,C4613,southeastern
C4612,C4615,northern
C4612,C3093,western
C4613,C4712,southwestern
C4613,C4592,southern
C4613,C4714,southwestern
C4613,C4591,southeastern
C4613,C4580,eastern
C4613,C4612,northwestern
C4613,C4615,northwestern
C4613,C4583,northeastern
C4613,C4608,northern
C4614,C3097,southwestern
C4614,C4611,southern
C4614,C3092,western
C4614,C4610,eastern
C4614,C3101,western
C4614,C3099,northwestern
C4614,C5103,northern
C4614,C4609,northeastern
C4615,C4714,southern
C4615,C4748,southwestern
C4615,C4613,southeastern
C4615,C3100,southwestern
C4615,C4612,southern
C4615,C3093,western
C4615,C3097,northwestern
C4615,C4611,northern
C4615,C4608,northeastern
C4616,C4577,southern
C4616,C4589,southeastern
C4616,C4583,southwestern
C4616,C4617,eastern
C4616,C4627,northern
C4616,C4628,northeastern
C4616,C4624,northeastern
C4617,C4575,southern
C4617,C4589,southwestern
C4617,C4623,eastern
C4617,C4616,western
C4617,C4628,northern
C4618,C4623,southwestern
C4618,C4576,southern
C4618,C4574,southeastern
C4618,C5098,eastern
C4618,C4622,northern
C4618,C4628,western
C4619,C4609,southwestern
C4619,C4627,southern
C4619,C4626,northeastern
C4619,C5107,northwestern
C4619,C5111,northern
C4620,C4626,southwestern
C4620,C5111,western
C4620,C4621,eastern
C4620,C5075,northern
C4620,C5080,northeastern
C4621,C4622,southeastern
C4621,C4628,southwestern
C4621,C4626,western
C4621,C4620,western
C4621,C5080,northern
C4621,C4625,eastern
C4621,C5077,northeastern
C4622,C4618,southern
C4622,C5098,southeastern
C4622,C5089,northeastern
C4622,C4628,western
C4622,C4621,northwestern
C4622,C4625,northern
C4623,C4572,southern
C4623,C4575,southwestern
C4623,C4617,western
C4623,C4576,southeastern
C4623,C4618,northeastern
C4623,C4628,northern
C4624,C4616,southwestern
C4624,C4627,southwestern
C4624,C4628,southeastern
C4624,C4626,northwestern
C4625,C4622,southern
C4625,C5089,eastern
C4625,C4621,western
C4625,C5079,northeastern
C4625,C5077,northeastern
C4626,C4627,southwestern
C4626,C4628,southeastern
C4626,C4624,southeastern
C4626,C4619,southwestern
C4626,C5111,northwestern
C4626,C4621,eastern
C4626,C4620,northeastern
C4627,C4583,southern
C4627,C4616,southern
C4627,C4610,southwestern
C4627,C4609,western
C4627,C4624,northeastern
C4627,C4619,northern
C4627,C4626,northeastern
C4627,C5107,northwestern
C4628,C4617,southern
C4628,C4623,southern
C4628,C4616,southwestern
C4628,C4618,eastern
C4628,C4622,eastern
C4628,C4624,northwestern
C4628,C4626,northwestern
C4628,C4621,northeastern
C4629,C4638,southeastern
C4629,C4639,southwestern
C4629,C4637,western
C4629,C4569,southern
C4629,C4600,northeastern
C4629,C4632,northwestern
C4629,C4597,eastern
C4630,C4634,northwestern
C4630,C4639,northeastern
C4630,C4601,southern
C4630,C4635,eastern
C4631,C4639,southeastern
C4631,C4636,southwestern
C4631,C4637,eastern
C4631,C4586,northwestern
C4631,C4632,northeastern
C4632,C4637,southwestern
C4632,C4631,southwestern
C4632,C4629,southeastern
C4632,C4586,western
C4632,C4600,eastern
C4632,C4584,western
C4632,C4633,northern
C4632,C5101,northeastern
C4632,C4596,eastern
C4632,C4587,northwestern
C4633,C4632,southern
C4633,C5101,eastern
C4633,C5090,northern
C4633,C4587,northwestern
C4634,C4593,southwestern
C4634,C4582,western
C4634,C4630,southeastern
C4634,C4639,eastern
C4634,C4579,northwestern
C4634,C4636,northern
C4634,C4601,southern
C4635,C4630,western
C4635,C4639,northern
C4635,C4604,southeastern
C4635,C4601,southwestern
C4635,C4569,southeastern
C4636,C4582,southwestern
C4636,C4634,southern
C4636,C4639,eastern
C4636,C4579,western
C4636,C4631,northeastern
C4636,C4586,northern
C4637,C4639,southeastern
C4637,C4631,western
C4637,C4629,eastern
C4637,C4632,northeastern
C4638,C4639,western
C4638,C4629,northwestern
C4638,C4569,southern
